Serial,EventId,InvestigationType,AccidentNumber,EventDate,Location,Country,Latitude,Longitude,AirportCode,AirportName,InjurySeverity,AircraftDamage,AircraftCategory,RegistrationNumber,Make,Model,AmateurBuilt,NumberofEngines,EngineType,FARDescription,Schedule,PurposeofFlight,AirCarrier,TotalFatalInjuries,TotalSeriousInjuries,TotalMinorInjuries,TotalUninjured,WeatherCondition,BroadPhaseofFlight,ReportStatus,PublicationDate,Random
905,20190727X52630,Accident,GAA19CA457,7/27/2019,"Dukedom, TN",North America,36.447777,-88.7225,,N/A,Non-Fatal,Substantial,Helicopter,N454MS,Bell,206,No,1,Turbo Shaft,Part 137: Agricultural,,Aerial Application,,,,1,,VMC,MANEUVERING,Factual,1/15/2020,0.507560051
906,20190726X01834,Accident,GAA19CA456,7/27/2019,"Sparta, TN",North America,36.058889,-85.527778,SRB,UPPER CUMBERLAND RGNL,Non-Fatal,Substantial,Airplane,N12KW,Piper,PA46,No,1,Reciprocating,Part 91: General Aviation,,Business,,,,,7,VMC,TAKEOFF,Probable Cause,12/2/2019,0.20530089
907,20190829X03056,Accident,CEN19WA294,7/27/2019,"Namiquipa, North America",North America,29.250833,-107.403611,,N/A,Fatal(1),Substantial,Airplane,,AIR TRACTOR,AT400,No,,Turbo Prop,"Non-U.S., Non-Commercial",,Aerial Application,,1,,,,UNK,MANEUVERING,Foreign,,0.821743521
908,20190806X52246,Accident,CEN19LA251,7/27/2019,"Chicago, IL",North America,41.783056,-87.745,MDW,Chicago Midway Intl,Non-Fatal,Substantial,Airplane,N27AW,Ryan,NAVION,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,4,VMC,LANDING,Preliminary,8/26/2019,0.679250726
909,20190728X30127,Accident,CEN19LA246,7/27/2019,"El Paso, TX",North America,31.807222,-106.376389,ELP,El Paso Int'l,Non-Fatal,Substantial,Airplane,N681TR,SWEARINGEN,SA227,No,2,Turbo Prop,Part 91: General Aviation,,Instructional,,,,,3,VMC,APPROACH,Preliminary,8/7/2019,0.461895005
910,20190728X20826,Accident,CEN19LA242,7/27/2019,"Lake, MI",North America,43.772223,-84.946111,,N/A,Non-Fatal,Substantial,Airplane,N663BA,ICON,A5,No,1,Reciprocating,Part 91: General Aviation,,Business,,,1,,1,VMC,TAKEOFF,Factual,12/11/2019,0.519889789
911,20190728X32331,Accident,CEN19LA240,7/27/2019,"Blair, NE",North America,41.564167,-96.140833,,N/A,Non-Fatal,Substantial,Helicopter,N7508Z,Robinson,R44,No,1,Reciprocating,Part 137: Agricultural,,Aerial Application,,,,1,,VMC,MANEUVERING,Preliminary,8/7/2019,0.656641563
912,20190802X61630,Accident,WPR19WA208,7/28/2019,"Williams Creek, Australia",Australia,-28.906944,136.341111,,,Non-Fatal,Substantial,Airplane,,VANS,RV6,Yes,,,"Non-U.S., Non-Commercial",,,,,2,,,,LANDING,Foreign,,0.936042938
914,20190728X45534,Accident,GAA19CA465,7/28/2019,"Richmond, VA",North America,37.406389,-77.524723,FCI,Richmond Executive-Chesterfiel,Non-Fatal,Substantial,Airplane,N343AB,Beech,36,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,,Factual,12/9/2019,0.114632909
916,20190728X22107,Accident,CEN19CA239,7/28/2019,"Oshkosh, WI",North America,43.954722,-88.664167,,N/A,Non-Fatal,Substantial,Airplane,N79575,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,CRUISE,Probable Cause,11/6/2019,0.358172305
917,20190730X14803,Accident,WPR19LA204,7/29/2019,"Vernal, UT",North America,40.448333,-109.506944,VEL,Vernal Regional Airport,Non-Fatal,Substantial,Airplane,N30321,Cessna,E162,No,,Reciprocating,Part 91: General Aviation,,Instructional,,,2,,,VMC,TAKEOFF,Preliminary,8/21/2019,0.56957328
918,20191002X91625,Accident,GAA19WA578,7/29/2019,"Norrtalje, Stickhome, Sweden",Europe,59.716667,18.683334,,N/A,Non-Fatal,Substantial,Airplane,,CIRRUS,SR22,No,,,"Non-U.S., Non-Commercial",,,,,,,4,,LANDING,Foreign,,0.883324865
919,20190801X93039,Accident,WPR19WA206,7/30/2019,"Limpopo Province, Africa",Africa,-22.695277,29.378611,,,Fatal(1),Substantial,Helicopter,,BELL,47G,No,1,Reciprocating,Unknown,,,,1,1,,,VMC,TAKEOFF,Foreign,,0.069123994
920,20190731X25413,Accident,GAA19CA475,7/30/2019,"Thompson Falls, MT",North America,47.776667,-115.476111,,N/A,Non-Fatal,Substantial,Airplane,N4829W,Avid,AVID MARK IV,Yes,1,Reciprocating,Part 91: General Aviation,,Instructional,,,2,,,VMC,GO-AROUND,Factual,10/17/2019,0.280950686
921,20190731X25940,Accident,GAA19CA474,7/30/2019,"Cloquet, MN",North America,46.701111,-92.503611,COQ,Cloquet Carlton County,Non-Fatal,Substantial,Airplane,N353KT,Cirrus,SR22,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Probable Cause,12/2/2019,0.487444366
922,20190731X80756,Accident,GAA19CA471,7/30/2019,"Falcon, CO",North America,38.943611,-104.570278,FLY,MEADOW LAKE,Non-Fatal,Substantial,Airplane,N8641W,PIPER,PA28,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,LANDING,Factual,10/17/2019,0.560408132
923,20190730X53121,Accident,GAA19CA470,7/30/2019,"Placerville, CA",North America,38.724167,-120.753333,PVF,Placerville,Non-Fatal,Substantial,Airplane,N177CW,Cessna,177,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Probable Cause,12/2/2019,0.284746859
924,20190730X94556,Accident,GAA19CA464,7/30/2019,"WESTMINSTER, MD",North America,39.466945,-77.0175,2W2,Clearview Airpark,Unavailable,Substantial,Airplane,N618PD,Cessna,172,No,1,,Part 91: General Aviation,,Personal,,,,,,VMC,,Preliminary,7/31/2019,0.378391189
925,20190730X62947,Accident,ERA19LA239,7/30/2019,"Chattanooga, TN",North America,35.031667,-85.204722,CHA,Lovell Field Airport,Non-Fatal,Substantial,Airplane,N2362F,Cessna,210,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,3,VMC,TAKEOFF,Factual,10/4/2019,0.977762669
927,20190731X81936,Accident,CEN19LA265,7/30/2019,"Fairhope, AL",North America,30.514722,-87.871945,,N/A,Non-Fatal,Substantial,Airplane,N6754J,Piper,PA28,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,2,VMC,CRUISE,Preliminary,8/14/2019,0.206305789
928,20190813X74443,Accident,GAA19CA492,7/31/2019,"Kenai, AK",North America,60.589444,-152.1575,3AK5,DRIFT RIVER,Non-Fatal,Substantial,Airplane,N59314,Douglas,DC3C,No,2,Reciprocating,Part 91: General Aviation,,Business,,,,,2,VMC,LANDING,Factual,10/23/2019,0.887138949
929,20190731X04607,Accident,GAA19CA473,7/31/2019,"Fessenden, ND",North America,47.649166,-99.629167,,N/A,Non-Fatal,Substantial,Helicopter,N3066T,Robinson,R44,No,1,Reciprocating,Part 137: Agricultural,,Aerial Application,,,,1,,VMC,DESCENT,Factual,12/5/2019,0.025049848
930,20190801X94426,Accident,WPR19LA231,8/1/2019,"Novato, CA",North America,38.141111,-122.555833,DVO,Gnoss Field,Non-Fatal,Substantial,Airplane,N234SB,Cessna,P210,No,1,Turbo Prop,Part 91: General Aviation,,Business,,,,,2,VMC,LANDING,Preliminary,8/21/2019,0.193853262
932,20190804X03438,Accident,GAA19CA484,8/1/2019,"Hume, NY",North America,42.475834,-78.137222,,N/A,Non-Fatal,,Balloon,N6533Q,Cameron,A 210,No,0,,Part 91: General Aviation,,Business,,,1,,8,VMC,LANDING,Factual,10/22/2019,0.574164736
933,20190804X03844,Accident,GAA19CA482,8/1/2019,"Manassas, VA",North America,38.721111,-77.515,HEF,MANASSAS RGNL/HARRY P DAVIS FI,Non-Fatal,Substantial,Airplane,N3447M,Piper,PA 12,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Factual,12/5/2019,0.943035378
934,20190813X05139,Accident,ANC19LA045,8/1/2019,"Candle, AK",North America,65.907778,-161.926389,AK75,Candle 2,Non-Fatal,Substantial,Airplane,N451CE,DOUGLAS,C 118A,No,4,Reciprocating,Part 121: Air Carrier,NSCH,,Tatonduk Outfitters Limited,,,,3,VMC,LANDING,Preliminary,8/14/2019,0.654938308
935,20190823X25901,Accident,WPR19WA234,8/2/2019,"Korotasere, Cakaudrove, Fiji",Australia,-16.556944,179.618611,,,Fatal(3),,Helicopter,,ROBINSON,R44,No,,,Unknown,,,,3,,,,,CRUISE,Foreign,,0.897931974
936,20190802X91659,Accident,GAA19CA481,8/2/2019,"Vandalia, IL",North America,38.975278,-89.1425,,N/A,Non-Fatal,Substantial,Helicopter,N1767L,Robinson,R66,No,,Turbo Shaft,Part 137: Agricultural,,Aerial Application,,,,,1,VMC,MANEUVERING,Factual,11/4/2019,0.738964355
937,20190808X92816,Accident,ERA19WA241,8/2/2019,"Los Angeles, Chile",South America,-37.390555,-72.424167,SCGE,Maria Dolores,Fatal(1),Destroyed,Airplane,,CESSNA,510,No,,,"Non-U.S., Non-Commercial",,,,1,,,,,APPROACH,Foreign,,0.152626568
938,20190904X40425,Accident,CEN19WA301,8/2/2019,"Guachochi, North America",North America,26.819445,-107.07,,,Fatal(2),Substantial,Airplane,,CESSNA,TU206,No,,,Part 91: General Aviation,,,,2,,,,,UNKNOWN,Foreign,,0.356167344
939,20190804X03031,Accident,CEN19LA257,8/3/2019,"Jacksonville, FL",North America,30.368889,-81.521389,CRG,Jacksonville Executive At Crai,Non-Fatal,Substantial,Airplane,N951TS,PIPER,PA28,No,1,,Part 91: General Aviation,,Personal,,,,,1,VMC,TAKEOFF,Preliminary,8/19/2019,0.505350967
940,20190803X74951,Accident,CEN19LA250,8/3/2019,"Lyons, NE",North America,41.9375,-96.473056,,N/A,Non-Fatal,Substantial,Helicopter,N440EM,ROBINSON HELICOPTER COMPANY,R44 II,No,,,Part 137: Agricultural,,Aerial Application,,,,1,,VMC,MANEUVERING,Preliminary,8/12/2019,0.384584051
941,20190803X22956,Accident,CEN19LA249,8/3/2019,"Saginaw, MI",North America,43.404167,-83.98,,N/A,Non-Fatal,Substantial,Airplane,N5806J,Cessna,A185,No,,,Part 91: General Aviation,,Personal,,,,4,,VMC,CRUISE,Preliminary,8/7/2019,0.188944269
942,20190803X03459,Accident,CEN19FA247,8/3/2019,"Ontonagan, MI",North America,46.699166,-89.472778,,N/A,Fatal(1),Destroyed,Airplane,N5167L,PIPER,PA28,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,IMC,,Preliminary,8/15/2019,0.432517165
943,20190804X92227,Accident,GAA19CA504,8/4/2019,"Oakland, CA",North America,37.724167,-122.211667,OAK,METROPOLITAN OAKLAND INTL,Non-Fatal,Substantial,Airplane,N58628,Cessna,182,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,3,IMC,LANDING,Factual,10/28/2019,0.646225478
944,20190812X44410,Accident,GAA19CA503,8/4/2019,"Ocean City, MD",North America,38.310556,-75.123889,OXB,Ocean City Muni,Non-Fatal,Substantial,Airplane,N197ME,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,1,VMC,LANDING,Factual,10/17/2019,0.875074602
945,20190806X21343,Accident,GAA19CA486,8/4/2019,"Bayse, VA",North America,38.815278,-78.770834,VG18,Sky Bryce,Non-Fatal,Substantial,Airplane,N424BC,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Factual,12/9/2019,0.108649677
946,20190804X85924,Accident,GAA19CA483,8/4/2019,"Paulden, AZ",North America,34.931667,-112.5175,AZ57,Pilots Rest,Non-Fatal,Substantial,Glider,N37T,Schleicher,ASW 24,No,,,Part 91: General Aviation,,Personal,,,1,,,VMC,LANDING,Factual,10/17/2019,0.339532616
947,20190804X90303,Accident,GAA19CA480,8/4/2019,"Waco, NE",North America,40.937777,-97.502222,,N/A,Non-Fatal,Substantial,Airplane,N730JD,Air Tractor,AT502,No,1,Turbo Prop,Part 137: Agricultural,,Aerial Application,,,,,1,VMC,MANEUVERING,Factual,10/17/2019,0.813337335
948,20190804X85923,Accident,CEN19FA248,8/4/2019,"De Queen, AR",North America,34.039444,-94.423889,DEQ,J LYNN HELMS SEVIER COUNTY,Fatal(1),Substantial,Airplane,N310QA,Cessna,310,No,2,Reciprocating,Part 91: General Aviation,,Flight Test,,1,1,,,,UNKNOWN,Preliminary,8/12/2019,0.449615086
949,20190805X82045,Accident,ANC19FA042,8/4/2019,"Girdwood, AK",North America,61.036944,-149.045277,,N/A,Fatal(4),Destroyed,Airplane,N7402D,Piper,PA22-150,No,1,Reciprocating,Part 91: General Aviation,,Personal,,4,,,,VMC,MANEUVERING,Factual,12/11/2019,0.910514996
950,20190806X45857,Accident,WPR19FA209,8/5/2019,"Wolf Point, MT",North America,48.435833,-105.760833,,N/A,Fatal(2),Destroyed,Airplane,N3469R,Cessna,182,No,1,Reciprocating,Part 91: General Aviation,,Business,,2,,,,VMC,APPROACH,Preliminary,8/21/2019,0.687735334
954,20190805X13252,Accident,CEN19LA252,8/5/2019,"Miami, FL",North America,25.6475,-80.433334,TMB,MIAMI EXECUTIVE,Non-Fatal,Substantial,Airplane,N5915U,Piper,PA28,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,2,1,,VMC,TAKEOFF,Factual,9/9/2019,0.960805899
955,20190807X74856,Accident,WPR19WA210,8/6/2019,"Braidwood, Australia",Australia,-35.418334,149.905,,,Fatal(1),Substantial,Airplane,,Liberty Aerospace,XL-2,No,,,"Non-U.S., Non-Commercial",,,,1,,,,,LANDING,Foreign,,0.187947717
956,20190910X82150,Accident,GAA19WA533,8/6/2019,"Totatlan, Jalisco, North America",North America,20.797222,-102.976945,,N/A,Fatal(1),Destroyed,Airplane,,PIPER,PA25,No,,,"Non-U.S., Non-Commercial",,,,1,,,,,CRUISE,Foreign,,0.021084171
959,20190807X70552,Accident,WPR19FA212,8/7/2019,"Camarillo, CA",North America,34.213889,-119.070834,CMA,CAMARILLO,Fatal(2),Substantial,Airplane,N43FD,Wheeler,EXPRESS SERIES 2000,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,APPROACH,Preliminary,8/28/2019,0.261062247
960,20190809X53608,Accident,GAA19CA490,8/7/2019,"Pueblo, CO",North America,38.29,-104.498055,PUB,Pueblo Memorial,Non-Fatal,Substantial,Airplane,N979DA,Diamond,DA20,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,1,VMC,LANDING,Factual,12/5/2019,0.26616687
963,20190815X13220,Accident,WPR19LA220,8/8/2019,"Phoenix, AZ",North America,33.315,-111.658056,IWA,PHOENIX-MESA GATEWAY,Non-Fatal,Substantial,Airplane,N10KC,Piper,PA 30,No,2,Reciprocating,Part 91: General Aviation,,Instructional,,,,,2,,MANEUVERING,Preliminary,8/28/2019,0.711065098
964,20190808X13936,Accident,GAA19CA488,8/8/2019,"Hollywood, FL",North America,25.998055,-80.237777,HWO,NORTH PERRY,Non-Fatal,Substantial,Airplane,N65401,Cessna,152,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,1,VMC,LANDING,Factual,10/22/2019,0.941997766
965,20190808X34615,Accident,ERA19WA242,8/8/2019,"Bimini, North America",North America,25.731389,-79.689444,,,Non-Fatal,Substantial,Airplane,N40702,Piper,PA34,No,2,Reciprocating,Part 91: General Aviation,,Unknown,,,,,3,,CRUISE,Foreign,,0.093679435
966,20190808X71425,Accident,ERA19FA240,8/8/2019,"Hatboro, PA",North America,40.1725,-75.08,PNE,Northeast Philadelphia,Fatal(3),Destroyed,Airplane,N4082S,Beech,F33,No,1,Reciprocating,Part 91: General Aviation,,Personal,,3,,,,IMC,TAKEOFF,Preliminary,8/16/2019,0.773591746
967,20190813X55350,Accident,CEN19LA266,8/8/2019,"Lubbock, TX",North America,32.845833,-96.850833,,N/A,Non-Fatal,,Airplane,N237QS,CANADAIR,CL600 2B16,No,2,Turbo Fan,Part 91: General Aviation,,Business,,,1,2,7,VMC,TAKEOFF,Preliminary,9/2/2019,0.072595542
968,20190808X10905,Accident,CEN19LA258,8/8/2019,"North Garden, VA",North America,37.950556,-78.6125,,,Non-Fatal,Substantial,Airplane,N1609V,Cessna,R172,No,,,Part 91: General Aviation,,Personal,,,,1,,,CRUISE,Preliminary,8/19/2019,0.004193292
969,20190808X54033,Accident,CEN19FA259,8/8/2019,"Sumner, IA",North America,42.847777,-92.116945,,N/A,Fatal(1),Destroyed,Airplane,N6113C,Air Tractor,AT502,No,1,Turbo Prop,Part 91: General Aviation,,Positioning,,1,,,,VMC,MANEUVERING,Preliminary,8/14/2019,0.774099244
970,20190812X01150,Accident,WPR19LA228,8/9/2019,"Galt, CA",North America,38.258056,-121.375,,N/A,Non-Fatal,,Balloon,N2027S,Head,AX9-118,No,,,Part 91: General Aviation,,Business,,,1,,,VMC,OTHER,Preliminary,10/16/2019,0.375001628
971,20190811X34546,Accident,WPR19LA217,8/9/2019,"Prospect, OR",North America,42.65,-122.325,,N/A,Non-Fatal,Substantial,Airplane,N5152U,Cessna,206,No,1,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,,SKINNER AVIATION INC,,,,2,,MANEUVERING,Preliminary,10/7/2019,0.958259606
972,20190809X33451,Accident,WPR19FA215,8/9/2019,"Ontario, OR",North America,44.025834,-117.028334,ONO,ONTARIO MUNI,Fatal(1),Substantial,Airplane,N9862C,North American,T28A,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,1,,,VMC,,Preliminary,8/28/2019,0.495281049
973,20190930X93956,Accident,GAA19WA573,8/9/2019,"Corse-du-Sud, France",Europe,42.316667,8.55,,,Non-Fatal,Destroyed,Airplane,,BEECH,36,No,,,"Non-U.S., Non-Commercial",,,,,2,,,,CRUISE,Foreign,,0.9539145
974,20190919X51117,Accident,GAA19CA558,8/9/2019,"Chicago, IL",North America,41.785833,-87.7525,MDW,Chicago Midway Intl,Non-Fatal,Substantial,Airplane,N9837L,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,LANDING,Factual,1/2/2020,0.253861982
975,20190811X02525,Accident,CEN19LA264,8/9/2019,"Cordell, OK",North America,35.291944,-98.969723,F36,Cordell Muni,Non-Fatal,Substantial,Airplane,N8374J,Cessna,150,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,1,,,VMC,TAKEOFF,Preliminary,9/4/2019,0.725713337
976,20190812X52759,Accident,GAA19CA493,8/10/2019,"Chino, CA",North America,33.974723,-117.636389,CNO,Chino,Non-Fatal,Substantial,Airplane,N6432D,North American,AT 6D,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,LANDING,Factual,1/15/2020,0.200723332
977,20190809X93735,Accident,GAA19CA491,8/10/2019,"Franklin, PA",North America,41.3775,-79.860556,FKL,Venango Rgnl,Non-Fatal,Substantial,Airplane,N62644,CONSOLIDATED VULTEE,BT13,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,TAKEOFF,Probable Cause,12/2/2019,0.025611991
978,20190811X65116,Accident,GAA19CA489,8/10/2019,"Two Harbors, MN",North America,47.049166,-91.745277,TWM,Richard B Helgeson,Non-Fatal,Substantial,Airplane,N76LG,Cessna,180,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,LANDING,Factual,11/4/2019,0.960629616
979,20190819X23813,Accident,CEN19WA274,8/10/2019,"Vuoggatjålme, Sweden",Europe,66.566667,16.35,,,Non-Fatal,Substantial,Helicopter,,BELL,206,No,,,"Non-U.S., Commercial",,,,,,,1,,TAKEOFF,Foreign,,0.343576734
980,20190810X23256,Accident,CEN19LA262,8/10/2019,"Newark, OH",North America,40.024723,-82.461944,VTA,Newark-Heath,Non-Fatal,Substantial,Airplane,N899DA,PIETENPOL,AIRCAMPER,Yes,,Reciprocating,Part 91: General Aviation,,Personal,,,,1,,VMC,TAKEOFF,Preliminary,8/14/2019,0.402677861
981,20190811X81522,Accident,WPR19FA216,8/11/2019,"Kooskia, ID",North America,46.157778,-115.919723,,N/A,Fatal(2),Substantial,Airplane,N350CL,Lancair,LANCAIR IV,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,UNK,CRUISE,Preliminary,8/28/2019,0.495484475
982,20190912X51510,Accident,ERA19WA270,8/11/2019,"Itaituba, South America",South America,-6.077223,-55.299166,,N/A,Fatal(3),Destroyed,Airplane,,Embraer,EMB710,No,1,,"Non-U.S., Non-Commercial",,Unknown,,3,,,,UNK,TAKEOFF,Foreign,,0.177048516
983,20190811X55052,Accident,ERA19LA245,8/11/2019,"Allentown, PA",North America,40.652222,-75.440555,ABE,Lehigh Valley Intl,Non-Fatal,Substantial,Helicopter,N1831A,Schweizer,269C,No,,,Part 91: General Aviation,,Other Work Use,,,1,1,,VMC,TAKEOFF,Preliminary,9/16/2019,0.673279766
984,20190811X80130,Accident,ERA19FA243,8/11/2019,"Jersey Shore, PA",North America,41.2075,-77.219167,P96,JERSEY SHORE,Fatal(2),Substantial,Airplane,N43032,Poberezny,ACRO SPORT II,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,MANEUVERING,Preliminary,8/23/2019,0.118500704
985,20190811X63554,Accident,CEN19LA263,8/11/2019,"New Carlisle, OH",North America,39.929723,-84.022778,3OH0,Andy Barnhart Memorial Airport,Non-Fatal,Substantial,Airplane,N8928B,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,3,,VMC,TAKEOFF,Preliminary,9/23/2019,0.125435354
986,20190826X33922,Accident,GAA19CA512,8/12/2019,"Chickasha, OK",North America,35.0975,-97.969167,CHK,CHICKASHA MUNI,Non-Fatal,Substantial,Airplane,N5600U,Piper,PA28,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,1,VMC,LANDING,Factual,10/28/2019,0.540026327
987,20190813X21352,Accident,ANC19TA044,8/12/2019,"Anchorage, AK",North America,61.178889,-149.958333,LHD,LAKE HOOD,Non-Fatal,Substantial,Airplane,N91402,Cessna,180,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,1,,VMC,TAKEOFF,Factual,11/6/2019,0.038791794
988,20190813X45157,Accident,ERA19LA246,8/13/2019,"Jay, FL",North America,30.969723,-87.206389,,N/A,Non-Fatal,Substantial,Airplane,N84287,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Positioning,,,1,,,VMC,MANEUVERING,Factual,11/5/2019,0.842299545
989,20190815X34221,Accident,WPR19LA221,8/14/2019,"Shelton, WA",North America,47.232778,-123.150833,SHN,Sanderson Field,Non-Fatal,Substantial,Gyroplane,N477AG,AutoGyro,Cavalon,Yes,,,Part 91: General Aviation,,Personal,,,,1,,,TAKEOFF,Preliminary,9/17/2019,0.989327448
990,20190814X20707,Accident,WPR19LA218,8/14/2019,"Mesa, AZ",North America,33.283334,-111.573611,,N/A,Non-Fatal,Substantial,Airplane,N19AM,Extra,EA300,No,,,Part 91: General Aviation,,Instructional,,,,,2,VMC,,Preliminary,8/28/2019,0.180944312
991,20190814X24705,Accident,WPR19FA219,8/14/2019,"Marysville, WA",North America,48.139722,-122.1575,AWO,Arlington Municipal Airport,Fatal(1),Substantial,Airplane,N525SG,CAPES,MURPHY MOOSE,Yes,,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,UNKNOWN,Preliminary,8/21/2019,0.80174277
992,20190814X82547,Accident,GAA19CA494,8/14/2019,"Stockton, CA",North America,37.894444,-121.238611,SCK,STOCKTON METROPOLITAN,Non-Fatal,Substantial,Airplane,N52PY,Rockwell,690,No,2,Turbo Prop,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Factual,12/9/2019,0.806940195
993,20190814X02543,Accident,ERA19LA247,8/14/2019,"Boone, NC",North America,36.273611,-81.577778,,,Fatal(1),Destroyed,Airplane,N5020X,Fantasy Air,ALLEGRO,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,APPROACH,Preliminary,8/19/2019,0.785949978
994,20190819X03300,Incident,CEN19WA272,8/14/2019,"Lesnovo, Bulgaria",Europe,42.552222,23.624445,LBLS,Lesnovo Airfield,Incident,,Airplane,,Reims Aviation Cessna,F172N,No,,,Unknown,,,,,,,2,,APPROACH,Foreign,,0.89664096
995,20190815X62451,Accident,WPR19LA222,8/15/2019,"Jamul, CA",North America,32.702222,-116.867223,,N/A,Non-Fatal,Substantial,Airplane,N662WB,ZENITH,601XLB,Yes,,Reciprocating,Part 91: General Aviation,,Personal,,,,1,,VMC,MANEUVERING,Preliminary,9/9/2019,0.442076979
996,20190819X61711,Accident,GAA19CA497,8/15/2019,"McCarthy, AK",North America,61.188055,-142.616111,,N/A,Non-Fatal,Substantial,Airplane,N2534M,Piper,PA 12,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Factual,1/15/2020,0.213928616
997,20190815X74831,Accident,ERA19FA248,8/15/2019,"Elizabethton, TN",North America,36.367223,-82.181667,0A9,Elizabethton Muni,Non-Fatal,Destroyed,Airplane,N8JR,Textron Aviation Inc,680A,No,2,Turbo Fan,Part 91: General Aviation,,Business,,,,3,2,VMC,LANDING,Preliminary,8/22/2019,0.142283777
